------------------------------------------------------------
 sigma_zz
------------------------------------------------------------
Simulation Step, Stress
                 901,          0.000570417
                 902,          0.000760378
                 903,          0.000916591
                 904,           0.00113362
                 905,           0.00121839
                 906,           0.00127245
                 907,           0.00130766
                 908,            0.0014362
                 909,           0.00147821
                 910,           0.00154198
                 911,           0.00163572
                 912,           0.00185357
                 913,           0.00198298
                 914,            0.0020941
                 915,           0.00216629
                 916,           0.00228633
                 917,            0.0022587
                 918,           0.00217732
                 919,           0.00204156
                 920,           0.00195072
                 921,           0.00171915
                 922,           0.00145136
                 923,           0.00115495
                 924,          0.000930756
                 925,          0.000587535
                 926,          0.000226346
                 927,         -0.000141553
                 928,         -0.000403424
                 929,         -0.000737035
                 930,          -0.00103147
                 931,          -0.00127388
                 932,          -0.00135986
                 933,          -0.00148577
                 934,          -0.00156518
                 935,          -0.00161178
                 936,          -0.00154221
                 937,          -0.00155964
                 938,          -0.00156712
                 939,          -0.00156042
                 940,          -0.00144511
                 941,          -0.00142728
                 942,          -0.00142072
                 943,          -0.00142547
                 944,           -0.0013374
                 945,          -0.00134402
                 946,          -0.00134757
                 947,          -0.00134846
                 948,          -0.00124672
                 949,          -0.00121782
                 950,          -0.00114604
                 951,          -0.00101593
                 952,         -0.000732685
                 953,         -0.000496595
                 954,         -0.000226264
                 955,          6.94451e-05
                 956,          0.000469919
                 957,          0.000758091
                 958,          0.000994535
                 959,           0.00115971
                 960,           0.00134982
                 961,           0.00140107
                 962,            0.0014294
                 963,           0.00144742
                 964,           0.00154412
                 965,           0.00153117
                 966,           0.00149487
                 967,            0.0014327
                 968,           0.00142813
                 969,           0.00129443
                 970,           0.00112801
                 971,          0.000951477
                 972,          0.000876475
                 973,          0.000727838
                 974,          0.000592425
                 975,          0.000474677
                 976,          0.000472228
                 977,           0.00039895
                 978,          0.000319052
                 979,          0.000205411
                 980,          0.000139572
                 981,          -4.8054e-05
                 982,         -0.000250254
                 983,         -0.000457736
                 984,         -0.000575341
                 985,         -0.000775948
                 986,         -0.000953723
                 987,          -0.00109907
                 988,          -0.00112377
                 989,          -0.00121824
                 990,          -0.00129301
                 991,          -0.00134059
                 992,          -0.00126234
                 993,           -0.0012441
                 994,          -0.00120167
                 995,          -0.00113982
                 996,         -0.000969276
                 997,          -0.00088183
                 998,         -0.000796837
                 999,         -0.000725701
                1000,         -0.000585375
                1001,         -0.000559182
                1002,         -0.000545462
                1003,         -0.000520744
                1004,         -0.000368211
                1005,         -0.000258648
                1006,         -0.000112081
                1007,          5.16307e-05
                1008,          0.000305416
                1009,          0.000453077
                1010,          0.000571444
                1011,          0.000648396
                1012,          0.000767876
                1013,          0.000757472
                1014,           0.00072863
                1015,          0.000709592
                1016,          0.000809333
                1017,          0.000849492
                1018,          0.000903539
                1019,          0.000952654
                1020,           0.00107126
                1021,           0.00106363
                1022,           0.00100654
                1023,          0.000897639
                1024,          0.000842006
                1025,          0.000690314
                1026,          0.000566194
                1027,          0.000488449
                1028,           0.00054181
                1029,          0.000527258
                1030,           0.00051475
                1031,          0.000487601
                1032,          0.000520975
                1033,           0.00042145
                1034,          0.000279216
                1035,          0.000107205
                1036,          1.89806e-05
                1037,         -0.000144543
                1038,         -0.000277493
                1039,         -0.000378901
                1040,         -0.000370736
                1041,          -0.00044856
                1042,         -0.000528198
                1043,         -0.000612297
                1044,         -0.000613543
                1045,         -0.000715626
                1046,         -0.000816333
                1047,         -0.000894708
                1048,         -0.000837349
                1049,         -0.000827638
                1050,         -0.000788153
                1051,         -0.000741121
                1052,         -0.000609537
                1053,         -0.000590554
                1054,         -0.000595085
                1055,         -0.000620093
                1056,         -0.000562782
                1057,         -0.000597758
                1058,         -0.000619333
                1059,         -0.000616209
                1060,         -0.000489217
                1061,         -0.000428207
                1062,         -0.000352593
                1063,         -0.000280528
                1064,         -0.000136986
                1065,         -0.000125708
                1066,         -0.000156181
                1067,         -0.000213727
                1068,         -0.000175149
                1069,         -0.000200428
                1070,         -0.000176065
                1071,         -0.000101169
                1072,           9.9451e-05
                1073,          0.000205081
                1074,          0.000276247
                1075,          0.000295504
                1076,          0.000359766
                1077,          0.000293127
                1078,          0.000209041
                1079,          0.000133747
                1080,          0.000191132
                1081,          0.000206411
                1082,           0.00027218
                1083,          0.000361905
                1084,          0.000528576
                1085,          0.000540608
                1086,          0.000475567
                1087,          0.000348744
                1088,          0.000292554
                1089,          0.000153916
                1090,          5.79919e-05
                1091,          2.52485e-05
                1092,          0.000157912
                1093,          0.000247116
                1094,          0.000358442
                1095,          0.000460126
                1096,          0.000622867
                1097,          0.000636285
                1098,          0.000591743
                1099,          0.000504728
                1100,          0.000500555
                1101,          0.000417396
                1102,          0.000368258
                1103,          0.000351221
                1104,          0.000443109
                1105,          0.000428434
                1106,          0.000385349
                1107,          0.000305149
                1108,          0.000282325
                1109,          0.000135504
                1110,          -2.2631e-05
                1111,         -0.000165446
                1112,         -0.000173588
                1113,         -0.000230855
                1114,         -0.000255698
                1115,         -0.000266398
                1116,         -0.000175858
                1117,         -0.000179384
                1118,         -0.000186504
                1119,         -0.000212211
                1120,         -0.000173611
                1121,         -0.000257312
                1122,         -0.000337834
                1123,          -0.00038845
                1124,          -0.00031537
                1125,         -0.000334074
                1126,          -0.00037497
                1127,         -0.000448336
                1128,         -0.000459225
                1129,         -0.000592957
                1130,          -0.00074961
                1131,         -0.000911385
                1132,         -0.000950883
                1133,          -0.00102155
                1134,         -0.000999909
                1135,         -0.000876637
                1136,         -0.000576732
                1137,          -0.00034524
                1138,         -0.000141104
                1139,         -4.93045e-07
                1140,          0.000164039
                1141,          0.000167557
                1142,          0.000129592
                1143,          8.00976e-05
                1144,          0.000147306
                1145,          0.000165307
                1146,          0.000237109
                1147,          0.000341536
                1148,          0.000531942
                1149,          0.000579752
                1150,          0.000567636
                1151,          0.000505784
                1152,          0.000506046
                1153,          0.000390242
                1154,          0.000280889
                1155,          0.000215654
                1156,          0.000324065
                1157,          0.000412565
                1158,          0.000550057
                1159,          0.000697505
                1160,          0.000920708
                1161,          0.000994788
                1162,            0.0010005
                1163,          0.000929852
                1164,          0.000879058
                1165,          0.000654615
                1166,          0.000386392
                1167,          0.000125036
                1168,           1.0238e-05
                1169,         -0.000145362
                1170,         -0.000253262
                1171,         -0.000329588
                1172,         -0.000290091
                1173,         -0.000347803
                1174,         -0.000410249
                1175,         -0.000471834
                1176,         -0.000420621
                1177,         -0.000451939
                1178,          -0.00046416
                1179,         -0.000455685
                1180,         -0.000333211
                1181,         -0.000309322
                1182,         -0.000295968
                1183,         -0.000302006
                1184,         -0.000236624
                1185,         -0.000292548
                1186,         -0.000357041
                1187,         -0.000422691
                1188,         -0.000388293
                1189,         -0.000442606
                1190,          -0.00046974
                1191,          -0.00046342
                1192,         -0.000327616
                1193,         -0.000282775
                1194,         -0.000241089
                1195,         -0.000205083
                1196,          -6.8533e-05
                1197,         -4.19596e-05
                1198,         -2.33394e-05
                1199,          3.32624e-06
                1200,          0.000166285
                1201,          0.000262737
                1202,          0.000364823
                1203,            0.0004374
                1204,           0.00057261
                1205,          0.000570761
                1206,          0.000532288
                1207,          0.000444779
                1208,          0.000408641
                1209,          0.000233482
                1210,          5.34776e-05
                1211,          -0.00010475
                1212,         -0.000127296
                1213,         -0.000217133
                1214,         -0.000257694
                1215,         -0.000242163
                1216,         -7.35181e-05
                1217,          1.30264e-05
                1218,          8.66988e-05
                1219,          0.000128119
                1220,          0.000249846
                1221,          0.000245667
                1222,          0.000214077
                1223,          0.000159542
                1224,          0.000202668
                1225,          0.000132843
                1226,          5.17011e-05
                1227,         -2.40728e-05
                1228,          2.06863e-05
                1229,         -4.59956e-05
                1230,         -0.000138217
                1231,         -0.000256264
                1232,         -0.000275044
                1233,         -0.000382129
                1234,         -0.000451205
                1235,          -0.00047106
                1236,         -0.000334344
                1237,         -0.000268129
                1238,         -0.000191717
                1239,         -0.000125227
                1240,          2.53278e-05
                1241,          3.53647e-05
                1242,          4.04048e-06
                1243,         -5.07852e-05
                1244,          1.61018e-05
                1245,          1.75746e-05
                1246,          5.09838e-05
                1247,          9.03034e-05
                1248,           0.00022508
                1249,          0.000234427
                1250,          0.000238316
                1251,          0.000245961
                1252,          0.000355076
                1253,          0.000337122
                1254,          0.000298438
                1255,          0.000235932
                1256,          0.000284539
                1257,          0.000256344
                1258,          0.000269729
                1259,           0.00030784
                1260,          0.000459046
                1261,          0.000463745
                1262,          0.000420314
                1263,          0.000357921
                1264,          0.000411693
                1265,          0.000343064
                1266,          0.000247671
                1267,          0.000132568
                1268,          0.000137359
                1269,          4.48607e-05
                1270,         -3.26266e-05
                1271,         -9.92108e-05
                1272,         -5.26107e-05
                1273,         -0.000146002
                1274,         -0.000295054
                1275,         -0.000506822
                1276,         -0.000631147
                1277,         -0.000854121
                1278,          -0.00102964
                1279,           -0.0011319
                1280,          -0.00103557
                1281,         -0.000993906
                1282,         -0.000926075
                1283,         -0.000853334
                1284,          -0.00068082
                1285,         -0.000675041
                1286,         -0.000716181
                1287,         -0.000768148
                1288,         -0.000679326
                1289,         -0.000663756
                1290,         -0.000625569
                1291,         -0.000598707
                1292,         -0.000458051
                1293,         -0.000440823
                1294,         -0.000448741
                1295,         -0.000465271
                1296,         -0.000335913
                1297,         -0.000310157
                1298,         -0.000284031
                1299,         -0.000241858
                1300,         -5.88614e-05
                1301,          2.58905e-05
                1302,          0.000142127
                1303,          0.000292357
                1304,          0.000578918
                1305,          0.000727753
                1306,           0.00085001
                1307,          0.000984659
                1308,           0.00125187
                1309,           0.00137199
                1310,            0.0014441
                1311,           0.00147793
                1312,           0.00161297
                1313,           0.00161512
                1314,           0.00160699
                1315,            0.0015986
                1316,           0.00170605
                1317,           0.00164708
                1318,           0.00151819
                1319,           0.00132685
                1320,           0.00121936
                1321,           0.00095937
                1322,          0.000681606
                1323,           0.00042429
                1324,          0.000339247
                1325,          0.000173984
                1326,           3.1753e-05
                1327,         -8.13541e-05
                1328,         -3.96964e-05
                1329,         -0.000108173
                1330,         -0.000200546
                1331,         -0.000338673
                1332,         -0.000412608
                1333,         -0.000656414
                1334,         -0.000900977
                1335,          -0.00111795
                1336,          -0.00119595
                1337,          -0.00137597
                1338,          -0.00153636
                1339,          -0.00169323
                1340,          -0.00172827
                1341,          -0.00186164
                1342,          -0.00196421
                1343,          -0.00204742
                1344,          -0.00198121
                1345,          -0.00198476
                1346,          -0.00193983
                1347,          -0.00186946
                1348,          -0.00166195
                1349,          -0.00155847
                1350,          -0.00142129
                1351,          -0.00123698
                1352,           -0.0009146
                1353,         -0.000739963
                1354,         -0.000582333
                1355,         -0.000393381
                1356,         -4.65662e-05
                1357,          0.000162923
                1358,          0.000326055
                1359,          0.000471746
                1360,          0.000752235
                1361,           0.00091767
                1362,           0.00107859
                1363,           0.00121959
                1364,           0.00145623
                1365,           0.00158558
                1366,           0.00175248
                1367,           0.00188166
                1368,           0.00201521
                1369,           0.00193683
                1370,           0.00186004
                1371,           0.00180589
                1372,           0.00185426
                1373,           0.00174148
                1374,           0.00164131
                1375,           0.00159414
                1376,            0.0017038
                1377,           0.00166721
                1378,           0.00156749
                1379,           0.00139695
                1380,           0.00129636
                1381,           0.00103334
                1382,          0.000748665
                1383,          0.000457714
                1384,          0.000312673
                1385,          6.85276e-05
                1386,          -0.00017057
                1387,         -0.000406437
                1388,         -0.000490747
                1389,         -0.000674022
                1390,         -0.000841051
                1391,         -0.000979727
                1392,         -0.000917062
                1393,         -0.000929825
                1394,         -0.000966994
                1395,          -0.00105284
                1396,          -0.00102924
                1397,          -0.00112596
                1398,          -0.00121245
                1399,          -0.00131281
                1400,          -0.00128647
                1401,          -0.00137316
                1402,           -0.0014475
                1403,          -0.00149984
                1404,          -0.00136807
                1405,           -0.0013092
                1406,          -0.00123644
                1407,            -0.001181
                1408,          -0.00100367
                1409,         -0.000944128
                1410,         -0.000870049
                1411,          -0.00078957
                1412,          -0.00059637
                1413,         -0.000550904
                1414,         -0.000490384
                1415,         -0.000399497
                1416,         -0.000153102
                1417,         -9.00833e-06
                1418,          0.000149039
                1419,          0.000277069
                1420,          0.000473821
                1421,          0.000504625
                1422,           0.00054299
                1423,          0.000627927
                1424,          0.000874291
                1425,          0.000987761
                1426,           0.00107563
                1427,           0.00113919
                1428,           0.00129693
                1429,           0.00125752
                1430,           0.00114616
                1431,           0.00102687
                1432,           0.00107839
                1433,            0.0010426
                1434,           0.00101626
                1435,          0.000980197
                1436,           0.00106251
                1437,           0.00100119
                1438,          0.000906622
                1439,           0.00077869
                1440,          0.000772731
                1441,          0.000646728
                1442,          0.000524768
                1443,          0.000401289
                1444,          0.000405089
                1445,          0.000268861
                1446,          9.75562e-05
                1447,         -8.65091e-05
                1448,          -0.00013272
                1449,         -0.000315975
                1450,         -0.000489158
                1451,          -0.00063975
                1452,         -0.000647386
                1453,         -0.000755244
                1454,         -0.000812317
                1455,         -0.000815676
                1456,         -0.000663157
                1457,         -0.000653474
                1458,         -0.000679728
                1459,         -0.000720517
                1460,         -0.000625522
                1461,          -0.00065279
                1462,         -0.000684341
                1463,         -0.000721604
                1464,         -0.000598702
                1465,         -0.000523553
                1466,         -0.000387358
                1467,         -0.000259534
                1468,         -5.49683e-05
                1469,         -3.74807e-05
                1470,         -4.46783e-05
                1471,         -2.40346e-05
                1472,          0.000163556
                1473,          0.000226745
                1474,          0.000274893
                1475,          0.000298327
                1476,           0.00044386
                1477,          0.000459114
                1478,          0.000459349
                1479,          0.000421532
                1480,          0.000486853
                1481,          0.000446917
                1482,          0.000447763
                1483,          0.000449126
                1484,          0.000556453
                1485,          0.000532361
                1486,          0.000533148
                1487,           0.00055441
                1488,          0.000696463
                1489,          0.000677059
                1490,          0.000632087
                1491,          0.000571287
                1492,          0.000614264
                1493,          0.000500676
                1494,          0.000390058
                1495,          0.000299937
                1496,          0.000360809
                1497,          0.000307585
                1498,          0.000266826
                1499,          0.000235727
                1500,          0.000344869
                1501,          0.000311995
                1502,          0.000250104
                1503,          0.000147779
                1504,          0.000135815
                1505,         -4.20123e-05
                1506,         -0.000244022
                1507,         -0.000439764
                1508,         -0.000451294
                1509,          -0.00053541
                1510,         -0.000545612
                1511,         -0.000486251
                1512,         -0.000274257
                1513,         -0.000208506
                1514,         -0.000159693
                1515,         -0.000137943
                1516,         -1.67681e-05
                1517,         -5.53091e-05
                1518,         -0.000134755
                1519,         -0.000258882
                1520,         -0.000264748
                1521,           -0.0003706
                1522,         -0.000420036
                1523,         -0.000444418
                1524,         -0.000368541
                1525,         -0.000482383
                1526,         -0.000605419
                1527,         -0.000679432
                1528,          -0.00056415
                1529,         -0.000543015
                1530,         -0.000495766
                1531,         -0.000446252
                1532,         -0.000276124
                1533,          -0.00025299
                1534,         -0.000238909
                1535,         -0.000220633
                1536,         -6.67173e-05
                1537,         -2.06271e-05
                1538,          4.65096e-05
                1539,           0.00011644
                1540,          0.000327473
                1541,          0.000411329
                1542,          0.000463356
                1543,           0.00046679
                1544,          0.000561296
                1545,           0.00050952
                1546,          0.000463845
                1547,          0.000436478
                1548,          0.000556616
                1549,          0.000559125
                1550,          0.000549159
                1551,          0.000514167
                1552,          0.000599481
                1553,          0.000586295
                1554,          0.000615005
                1555,          0.000641984
                1556,          0.000747451
                1557,          0.000682854
                1558,          0.000619783
                1559,          0.000565151
                1560,          0.000633674
                1561,          0.000573777
                1562,           0.00053069
                1563,          0.000475896
                1564,          0.000493045
                1565,          0.000337165
                1566,           0.00019118
                1567,          8.80888e-05
                1568,          0.000122096
                1569,          1.73641e-05
                1570,         -9.24623e-05
                1571,         -0.000200614
                1572,         -0.000181005
                1573,         -0.000262257
                1574,         -0.000299745
                1575,         -0.000321932
                1576,         -0.000234197
                1577,         -0.000288714
                1578,         -0.000333039
                1579,         -0.000367456
                1580,         -0.000292783
                1581,         -0.000361004
                1582,         -0.000406564
                1583,         -0.000426713
                1584,         -0.000334321
                1585,         -0.000417754
                1586,         -0.000544804
                1587,         -0.000674533
                1588,          -0.00062774
                1589,         -0.000634093
                1590,         -0.000611164
                1591,         -0.000627187
                1592,         -0.000557732
                1593,         -0.000593939
                1594,         -0.000556936
                1595,         -0.000465424
                1596,         -0.000238864
                1597,         -0.000173441
                1598,         -0.000157935
                1599,          -0.00017125
                1600,         -4.29271e-05
                1601,         -1.10116e-05
                1602,            3.963e-05
                1603,          8.23518e-05
                1604,          0.000230866
                1605,          0.000225011
                1606,          0.000218093
                1607,          0.000212449
                1608,          0.000295604
                1609,          0.000182999
                1610,          4.38941e-05
                1611,         -5.78441e-05
                1612,          3.39386e-05
                1613,          1.46215e-05
                1614,         -2.03344e-05
                1615,         -4.91532e-05
                1616,          8.64267e-05
                1617,          0.000118709
                1618,          0.000137403
                1619,          0.000119731
                1620,          0.000210157
                1621,          0.000197223
                1622,          0.000242841
                1623,          0.000345825
                1624,          0.000583446
                1625,          0.000649225
                1626,          0.000652944
                1627,          0.000618066
                1628,          0.000716227
                1629,          0.000689837
                1630,          0.000618635
                1631,          0.000509735
                1632,          0.000545035
                1633,          0.000457472
                1634,          0.000315655
                1635,          0.000114282
                1636,          5.60608e-05
                1637,         -4.54236e-05
                1638,         -6.59201e-05
                1639,         -7.33784e-05
                1640,          9.21161e-07
                1641,          -7.2274e-05
                1642,          -0.00011538
                1643,         -0.000133506
                1644,         -3.27492e-05
                1645,         -6.08072e-05
                1646,         -8.59192e-05
                1647,         -0.000123602
                1648,         -4.67814e-05
                1649,          -8.8335e-05
                1650,         -0.000120963
                1651,         -0.000148798
                1652,         -3.78083e-05
                1653,         -2.64428e-05
                1654,          1.87999e-05
                1655,          7.08618e-05
                1656,          0.000203043
                1657,          0.000143317
                1658,          5.92789e-05
                1659,         -1.67124e-05
                1660,          3.02483e-05
                1661,         -5.69936e-05
                1662,         -0.000120788
                1663,         -0.000147416
                1664,         -4.80213e-05
                1665,         -0.000110281
                1666,         -0.000212672
                1667,         -0.000329426
                1668,         -0.000295043
                1669,         -0.000351466
                1670,          -0.00040649
                1671,          -0.00047438
                1672,         -0.000387028
                1673,         -0.000357627
                1674,         -0.000288919
                1675,         -0.000219913
                1676,         -3.88813e-05
                1677,         -7.39082e-06
                1678,          1.27414e-06
                1679,          1.13119e-05
                1680,          0.000153764
                1681,          0.000142967
                1682,          9.63036e-05
                1683,          5.05424e-05
                1684,          0.000152866
                1685,          0.000148996
                1686,          0.000125054
                1687,          7.44517e-05
                1688,          0.000150509
                1689,          0.000121365
                1690,           7.2716e-05
                1691,         -2.67538e-05
                1692,         -6.06505e-05
                1693,         -0.000253842
                1694,         -0.000426754
                1695,         -0.000535069
                1696,          -0.00045953
                1697,         -0.000443815
                1698,         -0.000368455
                1699,          -0.00027123
                1700,         -9.53571e-05
                1701,         -9.30845e-05
                1702,         -0.000130458
                1703,         -0.000174149
                1704,         -8.82045e-05
                1705,         -0.000121208
                1706,         -0.000181303
                1707,         -0.000263648
                1708,          -0.00021533
                1709,         -0.000253992
                1710,         -0.000242782
                1711,         -0.000163329
                1712,          7.96875e-05
                1713,          0.000194492
                1714,          0.000277809
                1715,           0.00034248
                1716,          0.000517497
                1717,          0.000553113
                1718,           0.00057029
                1719,          0.000565321
                1720,          0.000643548
                1721,          0.000579523
                1722,          0.000549753
                1723,          0.000576814
                1724,          0.000737118
                1725,          0.000737482
                1726,          0.000701867
                1727,          0.000655501
                1728,           0.00071192
                1729,          0.000605838
                1730,          0.000463061
                1731,          0.000321253
                1732,          0.000348573
                1733,          0.000315264
                1734,          0.000327651
                1735,          0.000341429
                1736,          0.000431748
                1737,          0.000359343
                1738,          0.000282678
                1739,          0.000219564
                1740,          0.000265618
                1741,          0.000174866
                1742,          9.25791e-05
                1743,          4.54842e-05
                1744,          0.000141256
                1745,          0.000116099
                1746,          6.30199e-05
                1747,         -3.96278e-05
                1748,         -6.67673e-05
                1749,         -0.000244449
                1750,         -0.000419307
                1751,         -0.000560259
                1752,         -0.000535586
                1753,         -0.000613481
                1754,         -0.000703038
                1755,           -0.0008074
                1756,         -0.000779928
                1757,         -0.000860411
                1758,          -0.00094273
                1759,          -0.00103327
                1760,          -0.00100111
                1761,          -0.00106914
                1762,          -0.00108844
                1763,          -0.00105621
                1764,         -0.000874174
                1765,         -0.000802039
                1766,         -0.000725823
                1767,         -0.000654543
                1768,         -0.000484573
                1769,         -0.000476241
                1770,         -0.000503404
                1771,         -0.000528123
                1772,         -0.000407161
                1773,         -0.000387442
                1774,         -0.000367793
                1775,         -0.000348463
                1776,         -0.000193459
                1777,         -0.000129612
                1778,         -4.47496e-05
                1779,          4.63718e-05
                1780,          0.000249929
                1781,          0.000314942
                1782,          0.000338527
                1783,          0.000331528
                1784,          0.000455859
                1785,          0.000499477
                1786,          0.000584297
                1787,          0.000702829
                1788,          0.000947611
                1789,           0.00103363
                1790,              0.00106
                1791,           0.00104127
                1792,            0.0011135
                1793,           0.00104115
                1794,          0.000954001
                1795,          0.000863323
                1796,          0.000877243
                1797,          0.000765586
                1798,          0.000691433
                1799,          0.000684256
                1800,          0.000839488
                1801,          0.000866394
                1802,          0.000849766
                1803,          0.000781872
                1804,          0.000803746
                1805,          0.000693796
                1806,          0.000566761
                1807,          0.000412403
                1808,          0.000372544
                1809,          0.000250671
                1810,          0.000159053
                1811,          4.60666e-05
                1812,          1.82741e-06
                1813,         -0.000184078
                1814,         -0.000343199
                1815,         -0.000453297
                1816,         -0.000429114
                1817,         -0.000553335
                1818,         -0.000714639
                1819,         -0.000878244
                1820,         -0.000882902
                1821,         -0.000942617
                1822,         -0.000955607
                1823,         -0.000966285
                1824,         -0.000884148
                1825,         -0.000929766
                1826,         -0.000952377
                1827,         -0.000940057
                1828,         -0.000787877
                1829,         -0.000752818
                1830,          -0.00073066
                1831,          -0.00071663
                1832,         -0.000582509
                1833,         -0.000557782
                1834,          -0.00052867
                1835,         -0.000493066
                1836,         -0.000329355
                1837,         -0.000283116
                1838,         -0.000240489
                1839,         -0.000205887
                1840,         -6.86536e-05
                1841,         -6.77858e-05
                1842,         -7.09582e-05
                1843,         -5.25729e-05
                1844,          0.000114384
                1845,          0.000180251
                1846,          0.000235037
                1847,          0.000262662
                1848,          0.000397953
                1849,          0.000431548
                1850,          0.000460969
                1851,          0.000430537
                1852,          0.000433291
                1853,           0.00028216
                1854,          0.000171827
                1855,          0.000122387
                1856,          0.000214217
                1857,          0.000160107
                1858,          8.21529e-05
                1859,          1.73976e-05
                1860,          0.000100491
                1861,           8.2689e-05
                1862,          9.10035e-05
                1863,          0.000120688
                1864,          0.000271149
                1865,          0.000303056
                1866,          0.000351242
                1867,          0.000392558
                1868,          0.000512973
                1869,          0.000465759
                1870,          0.000391124
                1871,          0.000300338
                1872,          0.000329764
                1873,          0.000252146
                1874,          0.000193518
                1875,          0.000153924
                1876,          0.000249901
                1877,          0.000211085
                1878,          0.000140638
                1879,          6.08683e-05
                1880,          0.000128058
                1881,          0.000112672
                1882,          0.000115919
                1883,           9.9149e-05
                1884,          0.000147963
                1885,           2.5325e-05
                1886,         -0.000110284
                1887,         -0.000221544
                1888,         -0.000182031
                1889,         -0.000248356
                1890,          -0.00028288
                1891,         -0.000258603
                1892,         -7.88506e-05
                1893,         -5.16712e-05
                1894,         -9.16994e-05
                1895,          -0.00017686
                1896,         -0.000136859
                1897,         -0.000194904
                1898,          -0.00026346
                1899,         -0.000361001
                1900,         -0.000335414
                1901,         -0.000387821
                1902,         -0.000406246
                1903,         -0.000420124
                1904,         -0.000309433
                1905,         -0.000304558
                1906,         -0.000294538
                1907,         -0.000292874
                1908,         -0.000170236
                1909,         -0.000170298
                1910,         -0.000176069
                1911,         -0.000175421
                1912,          -2.3214e-05
                1913,          3.39933e-05
                1914,          9.36837e-05
                1915,          0.000137133
                1916,          0.000295067
                1917,          0.000345921
                1918,          0.000425251
                1919,          0.000490787
                1920,          0.000607986
                1921,          0.000520769
                1922,          0.000399237
                1923,          0.000299521
                1924,          0.000344076
                1925,          0.000262208
                1926,          0.000174977
                1927,          0.000115751
                1928,          0.000211111
                1929,          0.000173655
                1930,          0.000110048
                1931,          4.29986e-05
                1932,          0.000115069
                1933,          6.56375e-05
                1934,          1.27941e-05
                1935,          -4.4333e-05
                1936,          1.84857e-05
                1937,         -3.08552e-05
                1938,         -5.30226e-05
                1939,           -5.268e-05
                1940,          4.45838e-05
                1941,         -4.40534e-05
                1942,         -0.000166347
                1943,           -0.0002577
                1944,          -0.00019155
                1945,          -0.00024042
                1946,         -0.000297775
                1947,         -0.000355235
