------------------------------------------------------------
 sigma_zz
------------------------------------------------------------
Simulation Step, Stress
                2659,          0.000509753
                2660,          0.000622398
                2661,          0.000568899
                2662,          0.000505041
                2663,          0.000412833
                2664,          0.000464592
                2665,          0.000347113
                2666,          0.000257639
                2667,          0.000216479
                2668,          0.000380533
                2669,          0.000365745
                2670,          0.000314236
                2671,          0.000234063
                2672,          0.000324921
                2673,          0.000260859
                2674,          0.000234175
                2675,          0.000248989
                2676,          0.000474972
                2677,          0.000549065
                2678,          0.000623051
                2679,          0.000669557
                2680,          0.000844703
                2681,          0.000805358
                2682,          0.000728526
                2683,          0.000611225
                2684,          0.000630316
                2685,          0.000477571
                2686,          0.000357938
                2687,          0.000277686
                2688,          0.000399482
                2689,          0.000369748
                2690,          0.000357962
                2691,          0.000379227
                2692,          0.000615073
                2693,          0.000676385
                2694,          0.000683344
                2695,          0.000645024
                2696,           0.00077552
                2697,          0.000723524
                2698,          0.000627821
                2699,          0.000506673
                2700,          0.000598965
                2701,           0.00057924
                2702,          0.000567211
                2703,          0.000526777
                2704,          0.000643845
                2705,          0.000585436
                2706,          0.000511349
                2707,          0.000426783
                2708,          0.000535103
                2709,          0.000504705
                2710,          0.000495895
                2711,          0.000515217
                2712,          0.000743857
                2713,           0.00079736
                2714,          0.000786386
                2715,          0.000710416
                2716,          0.000797163
                2717,          0.000739599
                2718,           0.00069791
                2719,          0.000644494
                2720,          0.000739321
                2721,          0.000657867
                2722,          0.000586815
                2723,           0.00052806
                2724,          0.000642919
                2725,          0.000595642
                2726,          0.000573995
                2727,          0.000583603
                2728,          0.000773857
                2729,          0.000766053
                2730,          0.000728378
                2731,          0.000671084
                2732,          0.000767064
                2733,          0.000651823
                2734,          0.000491547
                2735,          0.000324004
                2736,          0.000368765
                2737,          0.000286113
                2738,          0.000216379
                2739,          0.000156838
                2740,          0.000302084
                2741,           0.00029503
                2742,          0.000270431
                2743,          0.000220362
                2744,          0.000350719
                2745,          0.000341071
                2746,          0.000343158
                2747,          0.000311669
                2748,          0.000407034
                2749,          0.000315821
                2750,          0.000249557
                2751,          0.000223177
                2752,           0.00039935
                2753,          0.000396861
                2754,           0.00036145
                2755,          0.000301164
                2756,          0.000425104
                2757,          0.000395172
                2758,          0.000349651
                2759,           0.00027302
                2760,          0.000367386
                2761,          0.000319531
                2762,          0.000287476
                2763,          0.000249942
                2764,          0.000382972
                2765,          0.000355244
                2766,          0.000347072
                2767,           0.00035583
                2768,          0.000539317
                2769,          0.000532373
                2770,          0.000486821
                2771,           0.00041118
                2772,          0.000504531
                2773,          0.000445361
                2774,           0.00039026
                2775,          0.000316657
                2776,          0.000395735
                2777,          0.000288827
                2778,          0.000179373
                2779,          6.69391e-05
                2780,          0.000132774
                2781,          4.06714e-05
                2782,         -3.69681e-05
                2783,         -0.000100824
                2784,          3.49948e-05
                2785,          4.32908e-05
                2786,          8.54933e-05
                2787,          0.000129748
                2788,          0.000318897
                2789,          0.000288097
                2790,          0.000224382
                2791,          0.000143875
                2792,          0.000232781
                2793,          0.000152923
                2794,          8.56187e-05
                2795,          3.62933e-05
                2796,          0.000175562
                2797,          0.000153985
                2798,          0.000131969
                2799,          0.000101031
                2800,          0.000235573
                2801,          0.000202047
                2802,          0.000177858
                2803,          0.000153718
                2804,           0.00030852
                2805,          0.000313279
                2806,          0.000334169
                2807,          0.000351509
                2808,          0.000525133
                2809,          0.000511321
                2810,          0.000482978
                2811,          0.000439317
                2812,          0.000552971
                2813,          0.000491223
                2814,          0.000461278
                2815,          0.000483577
                2816,           0.00071723
                2817,          0.000769398
                2818,          0.000779548
                2819,          0.000758849
                2820,          0.000907824
                2821,          0.000878153
                2822,          0.000805758
                2823,          0.000673357
                2824,          0.000662596
                2825,          0.000446533
                2826,          0.000239897
                2827,          7.57392e-05
                2828,          0.000123738
                2829,          1.60748e-05
                2830,          -5.7918e-05
                2831,         -7.28894e-05
                2832,          0.000136288
                2833,          0.000201048
                2834,          0.000265797
                2835,          0.000299664
                2836,          0.000452438
                2837,          0.000388355
                2838,           0.00030861
                2839,           0.00024073
                2840,           0.00036977
                2841,          0.000344591
                2842,          0.000309314
                2843,          0.000247316
                2844,          0.000351555
                2845,          0.000297042
                2846,          0.000255983
                2847,          0.000212543
                2848,          0.000336359
                2849,          0.000289731
                2850,          0.000254394
                2851,          0.000235028
                2852,          0.000407943
                2853,          0.000416845
                2854,          0.000414068
                2855,          0.000390071
                2856,          0.000526817
                2857,          0.000485186
                2858,          0.000436402
                2859,          0.000382454
                2860,          0.000514893
                2861,          0.000491965
                2862,          0.000480761
                2863,          0.000464876
                2864,          0.000604846
                2865,          0.000547469
                2866,           0.00048097
                2867,          0.000419131
                2868,          0.000538691
                2869,          0.000492569
                2870,          0.000458589
                2871,          0.000438754
                2872,          0.000591286
                2873,          0.000549904
                2874,          0.000486185
                2875,          0.000414597
                2876,          0.000516274
                2877,          0.000438388
                2878,          0.000356539
                2879,          0.000273508
                2880,          0.000346158
                2881,          0.000222571
                2882,          0.000105534
                2883,          4.32746e-05
                2884,          0.000222158
                2885,          0.000252965
                2886,          0.000250994
                2887,          0.000197578
                2888,           0.00028724
                2889,          0.000200677
                2890,          0.000127074
                2891,          6.14261e-05
                2892,          0.000163217
                2893,          7.65396e-05
                2894,         -1.55776e-05
                2895,         -0.000106821
                2896,         -1.62158e-05
                2897,         -7.38002e-05
                2898,         -8.28136e-05
                2899,         -4.38637e-05
                2900,          0.000177409
                2901,           0.00020028
                2902,          0.000205158
                2903,           0.00022896
                2904,          0.000462315
                2905,          0.000526369
                2906,          0.000528657
                2907,          0.000444991
                2908,          0.000490554
                2909,          0.000376822
                2910,          0.000294712
                2911,          0.000229433
                2912,          0.000348673
                2913,          0.000320094
                2914,          0.000332147
                2915,          0.000380906
                2916,          0.000614258
                2917,          0.000640531
                2918,          0.000591841
                2919,          0.000461744
                2920,          0.000457973
                2921,          0.000279396
                2922,          0.000126959
                2923,          1.09339e-05
                2924,          0.000107961
                2925,          6.10634e-05
                2926,          1.53576e-05
                2927,         -5.81604e-05
                2928,          2.05918e-05
                2929,         -6.99554e-05
                2930,         -0.000131059
                2931,         -0.000158648
                2932,          1.17382e-05
                2933,           1.5384e-05
                2934,          9.63411e-06
                2935,         -6.99814e-06
                2936,          0.000136498
                2937,          8.25192e-05
                2938,          1.37983e-06
                2939,         -8.64949e-05
                2940,          1.16231e-05
                2941,         -7.01268e-05
                2942,         -0.000159856
                2943,           -0.0002293
                2944,         -7.98319e-05
                2945,         -7.04591e-05
                2946,         -5.78504e-05
                2947,           -4.121e-05
                2948,          0.000171112
                2949,          0.000228277
                2950,          0.000277567
                2951,          0.000306373
                2952,          0.000482766
                2953,           0.00045739
                2954,          0.000409814
                2955,          0.000361642
                2956,          0.000504412
                2957,          0.000498581
                2958,          0.000502528
                2959,          0.000503473
                2960,          0.000661928
                2961,          0.000621212
                2962,          0.000559476
                2963,          0.000503798
                2964,          0.000642496
                2965,          0.000619681
                2966,          0.000595476
                2967,          0.000574049
                2968,          0.000732437
                2969,          0.000718785
                2970,          0.000695308
                2971,          0.000654515
                2972,          0.000762619
                2973,          0.000675212
                2974,           0.00057771
                2975,          0.000487923
                2976,           0.00057587
                2977,          0.000470228
                2978,          0.000340832
                2979,          0.000211288
                2980,          0.000275167
                2981,          0.000178061
                2982,          8.52723e-05
                2983,          6.74161e-07
                2984,          0.000107653
                2985,          6.22193e-05
                2986,          1.86077e-05
                2987,         -5.52154e-05
                2988,           6.5901e-06
                2989,         -0.000117626
                2990,         -0.000233129
                2991,         -0.000331638
                2992,         -0.000234065
                2993,         -0.000285604
                2994,          -0.00031414
                2995,          -0.00032955
                2996,         -0.000154798
                2997,         -0.000138268
                2998,         -0.000124368
                2999,         -0.000136336
                3000,         -2.04585e-06
                3001,         -4.80738e-05
                3002,         -7.15424e-05
                3003,         -6.86953e-05
                3004,          0.000111122
                3005,          9.95978e-05
                3006,          7.59209e-05
                3007,          7.63774e-05
                3008,           0.00030543
                3009,          0.000398325
                3010,          0.000468288
                3011,          0.000471133
                3012,          0.000590344
                3013,          0.000525876
                3014,          0.000477483
                3015,          0.000424314
                3016,          0.000507568
                3017,          0.000389263
                3018,          0.000285584
                3019,          0.000228441
                3020,          0.000374282
                3021,          0.000329896
                3022,          0.000250349
                3023,          0.000161566
                3024,          0.000273721
                3025,          0.000245482
                3026,          0.000205763
                3027,          0.000126673
                3028,          0.000215682
                3029,          0.000190582
                3030,          0.000223318
                3031,          0.000248309
                3032,          0.000382802
                3033,          0.000287517
                3034,          0.000171352
                3035,          6.64553e-05
                3036,          0.000163546
                3037,           0.00010821
                3038,          3.83227e-05
                3039,         -6.34472e-05
                3040,          1.60385e-05
                3041,         -1.77504e-05
                3042,          1.73227e-06
                3043,          3.08369e-05
                3044,          0.000230389
                3045,          0.000274967
                3046,          0.000329959
                3047,          0.000365182
                3048,          0.000525132
                3049,          0.000456857
                3050,          0.000371156
                3051,          0.000305068
                3052,          0.000426817
                3053,          0.000359381
                3054,          0.000277078
                3055,          0.000217979
                3056,          0.000378365
                3057,          0.000397707
                3058,          0.000402527
                3059,          0.000359084
                3060,           0.00043412
                3061,          0.000305003
                3062,           0.00018287
                3063,          9.57763e-05
                3064,          0.000226182
                3065,          0.000218503
                3066,          0.000244868
                3067,          0.000298541
                3068,          0.000525853
                3069,           0.00054893
                3070,          0.000538222
                3071,          0.000539396
                3072,          0.000747322
                3073,           0.00078753
                3074,          0.000780757
                3075,          0.000729612
                3076,          0.000849521
                3077,          0.000814204
                3078,          0.000782605
                3079,          0.000736581
                3080,          0.000845601
                3081,           0.00076474
                3082,          0.000680538
                3083,          0.000607948
                3084,           0.00072689
                3085,          0.000665204
                3086,          0.000563069
                3087,          0.000425085
                3088,          0.000471353
                3089,          0.000404586
                3090,          0.000393181
                3091,          0.000401356
                3092,          0.000568316
                3093,          0.000538356
                3094,          0.000498442
                3095,          0.000457751
                3096,           0.00058649
                3097,          0.000535157
                3098,          0.000479214
                3099,          0.000409762
                3100,           0.00049139
                3101,          0.000383801
                3102,          0.000281667
                3103,           0.00019886
                3104,          0.000306148
                3105,          0.000238609
                3106,          0.000168757
                3107,          0.000104895
                3108,          0.000221975
                3109,          0.000164968
                3110,          0.000103962
                3111,          3.27598e-05
                3112,          0.000114007
                3113,          1.48823e-05
                3114,         -5.94392e-05
                3115,         -8.27024e-05
                3116,          0.000114541
                3117,          0.000161828
                3118,          0.000211504
                3119,          0.000252723
                3120,          0.000459202
                3121,          0.000486347
                3122,           0.00049422
                3123,          0.000451561
                3124,          0.000526207
                3125,          0.000415728
                3126,          0.000337378
                3127,           0.00027666
                3128,          0.000375921
                3129,          0.000300643
                3130,          0.000258959
                3131,          0.000263292
                3132,          0.000463668
                3133,          0.000488229
                3134,          0.000494158
                3135,          0.000478493
                3136,          0.000616817
                3137,            0.0005775
                3138,          0.000550627
                3139,           0.00054195
                3140,          0.000713746
                3141,          0.000705042
                3142,          0.000692403
                3143,           0.00068174
                3144,          0.000834529
                3145,          0.000776611
                3146,          0.000683232
                3147,          0.000587605
                3148,          0.000682099
                3149,           0.00061483
                3150,          0.000543284
                3151,          0.000470086
                3152,          0.000573589
                3153,          0.000505123
                3154,          0.000424721
                3155,          0.000342381
                3156,          0.000456533
                3157,          0.000424512
                3158,           0.00039604
                3159,          0.000350801
                3160,          0.000479246
                3161,          0.000462326
                3162,            0.0004778
                3163,          0.000485316
                3164,          0.000622612
                3165,           0.00055596
                3166,          0.000507402
                3167,          0.000476993
                3168,          0.000582442
                3169,          0.000442195
                3170,          0.000253401
                3171,          6.87146e-05
                3172,          9.78318e-05
                3173,          1.36389e-05
                3174,         -4.20202e-06
                3175,          3.36147e-05
                3176,          0.000282766
                3177,          0.000373724
                3178,          0.000469669
                3179,           0.00054306
                3180,          0.000733612
                3181,          0.000704194
                3182,          0.000659182
                3183,          0.000613773
                3184,          0.000712467
                3185,          0.000595802
                3186,          0.000457073
                3187,          0.000353723
                3188,          0.000496095
                3189,          0.000511493
                3190,          0.000531229
                3191,          0.000549663
                3192,          0.000756925
                3193,          0.000792786
                3194,          0.000807871
                3195,          0.000810523
                3196,           0.00100041
                3197,           0.00102859
                3198,           0.00104472
                3199,            0.0010244
                3200,           0.00113266
                3201,           0.00103847
                3202,          0.000947917
                3203,          0.000884869
                3204,           0.00100623
                3205,          0.000944239
                3206,            0.0008835
                3207,          0.000862166
                3208,           0.00105561
                3209,           0.00106536
                3210,           0.00101352
                3211,          0.000915018
                3212,           0.00100478
                3213,          0.000960912
                3214,          0.000929785
                3215,          0.000878489
                3216,          0.000986222
                3217,          0.000944159
                3218,          0.000922527
                3219,          0.000896083
                3220,           0.00101759
                3221,          0.000948296
                3222,          0.000864045
                3223,          0.000779374
                3224,          0.000877929
                3225,          0.000801701
                3226,           0.00071485
                3227,          0.000618666
                3228,           0.00069886
                3229,          0.000626045
                3230,          0.000562362
                3231,          0.000478325
                3232,          0.000535764
                3233,          0.000406324
                3234,          0.000285797
                3235,          0.000174716
                3236,          0.000250075
                3237,          0.000176998
                3238,          0.000140845
                3239,          0.000128945
                3240,             0.000303
                3241,           0.00033118
                3242,          0.000370346
                3243,          0.000390598
                3244,          0.000560824
                3245,             0.000561
                3246,            0.0005744
                3247,          0.000583134
                3248,           0.00074628
                3249,          0.000706427
                3250,          0.000637568
                3251,            0.0005515
                3252,          0.000645683
                3253,          0.000588966
                3254,           0.00054586
                3255,          0.000500053
                3256,          0.000615539
                3257,          0.000555371
                3258,          0.000518129
                3259,          0.000535359
                3260,          0.000781445
                3261,          0.000887549
                3262,          0.000987954
                3263,           0.00105174
                3264,           0.00122374
                3265,           0.00116799
                3266,           0.00109323
                3267,           0.00102782
                3268,           0.00112686
                3269,           0.00102436
                3270,           0.00090441
                3271,          0.000803996
                3272,          0.000923803
                3273,          0.000932491
                3274,          0.000986767
                3275,           0.00104937
                3276,           0.00124541
                3277,            0.0012052
                3278,           0.00110803
                3279,          0.000975781
                3280,           0.00100373
                3281,          0.000876621
                3282,          0.000785581
                3283,          0.000722842
                3284,          0.000833923
                3285,          0.000739262
                3286,          0.000619316
                3287,          0.000516972
                3288,          0.000648399
                3289,           0.00065527
                3290,          0.000647402
                3291,           0.00059024
                3292,          0.000676231
                3293,          0.000588279
                3294,          0.000494592
                3295,          0.000378259
                3296,          0.000413411
                3297,          0.000274855
                3298,          0.000161855
                3299,          9.55795e-05
                3300,          0.000256919
                3301,          0.000259738
                3302,          0.000231837
                3303,          0.000150876
                3304,          0.000211236
                3305,          0.000104027
                3306,           3.1589e-05
                3307,          1.40906e-05
                3308,          0.000230699
                3309,          0.000317014
                3310,          0.000408777
                3311,          0.000487043
                3312,          0.000722551
                3313,          0.000767745
                3314,          0.000763009
                3315,          0.000702022
                3316,           0.00080613
                3317,          0.000787413
                3318,          0.000834353
                3319,          0.000903363
                3320,           0.00112114
                3321,           0.00113517
                3322,           0.00115607
                3323,           0.00118583
                3324,           0.00136409
                3325,           0.00132266
                3326,            0.0012495
                3327,           0.00118274
                3328,           0.00131304
                3329,           0.00128324
                3330,           0.00123781
                3331,            0.0011704
                3332,            0.0012641
                3333,           0.00118848
                3334,            0.0011273
                3335,           0.00107143
                3336,           0.00116363
                3337,           0.00103671
                3338,           0.00089879
                3339,          0.000793945
                3340,          0.000891356
                3341,          0.000820477
                3342,          0.000760933
                3343,          0.000733854
                3344,          0.000887254
                3345,          0.000831902
                3346,          0.000711459
                3347,          0.000556964
                3348,          0.000583929
                3349,          0.000463246
                3350,          0.000358664
                3351,          0.000259078
                3352,          0.000331331
                3353,          0.000236009
                3354,           0.00016642
                3355,          0.000133166
                3356,          0.000292428
                3357,          0.000275437
                3358,          0.000255449
                3359,          0.000261561
                3360,          0.000480312
                3361,          0.000529617
                3362,          0.000534018
                3363,          0.000487142
                3364,          0.000600515
                3365,          0.000553207
                3366,          0.000514593
                3367,          0.000485406
                3368,          0.000648821
                3369,          0.000663344
                3370,          0.000696396
                3371,          0.000744989
                3372,          0.000976818
                3373,            0.0010314
                3374,           0.00106045
                3375,           0.00105702
                3376,           0.00121609
                3377,            0.0012175
                3378,           0.00123389
                3379,           0.00123773
                3380,            0.0013861
                3381,           0.00134879
                3382,           0.00131006
                3383,           0.00125728
                3384,            0.0013378
                3385,           0.00119645
                3386,           0.00103199
                3387,          0.000892056
                3388,          0.000979445
                3389,          0.000949744
                3390,          0.000965044
                3391,           0.00100569
                3392,           0.00120114
                3393,           0.00115752
                3394,           0.00104301
                3395,          0.000900818
                3396,          0.000957849
                3397,          0.000884576
                3398,          0.000812937
                3399,          0.000708161
                3400,          0.000771967
                3401,          0.000712121
                3402,          0.000719359
                3403,          0.000760068
                3404,          0.000955297
                3405,          0.000935338
                3406,          0.000891784
                3407,          0.000862155
                3408,           0.00101407
                3409,          0.000955115
                3410,          0.000829732
                3411,          0.000677868
                3412,          0.000736197
                3413,          0.000672941
                3414,          0.000621485
                3415,          0.000548351
                3416,          0.000634041
                3417,          0.000562601
                3418,          0.000516852
                3419,          0.000491122
                3420,          0.000650874
                3421,          0.000644023
                3422,          0.000651584
                3423,          0.000671652
                3424,          0.000845242
                3425,          0.000788059
                3426,          0.000674455
                3427,          0.000542184
                3428,          0.000599543
                3429,          0.000524459
                3430,          0.000494861
                3431,          0.000510661
                3432,          0.000724599
                3433,          0.000750919
                3434,          0.000751098
                3435,          0.000750028
                3436,          0.000941301
                3437,          0.000946712
                3438,          0.000890726
                3439,          0.000767995
                3440,          0.000803695
                3441,          0.000702597
                3442,          0.000642088
                3443,           0.00059288
                3444,          0.000710255
                3445,          0.000654284
                3446,          0.000626019
                3447,          0.000630287
                3448,          0.000813274
                3449,          0.000803079
                3450,          0.000771854
                3451,          0.000735839
                3452,          0.000892158
                3453,          0.000889627
                3454,          0.000891113
                3455,          0.000893975
                3456,           0.00106933
                3457,           0.00105764
                3458,            0.0010111
                3459,           0.00092642
                3460,          0.000990588
                3461,          0.000873337
                3462,           0.00074503
                3463,          0.000608692
                3464,          0.000659813
                3465,          0.000567292
                3466,          0.000503787
                3467,          0.000458054
                3468,           0.00058974
                3469,          0.000542716
                3470,          0.000487199
                3471,          0.000433734
                3472,          0.000556631
                3473,          0.000498516
                3474,          0.000420862
                3475,           0.00032799
                3476,          0.000390396
                3477,          0.000268912
                3478,          0.000159792
                3479,          8.65284e-05
                3480,          0.000227577
                3481,          0.000229631
                3482,          0.000257508
                3483,          0.000293408
                3484,           0.00049605
                3485,          0.000506207
                3486,          0.000482331
                3487,          0.000411751
                3488,          0.000479224
                3489,          0.000381056
                3490,          0.000331983
                3491,          0.000334217
                3492,          0.000517259
                3493,          0.000492263
                3494,          0.000436919
                3495,          0.000402312
                3496,          0.000610883
                3497,          0.000704463
                3498,           0.00079838
                3499,          0.000847836
                3500,           0.00104235
                3501,           0.00107008
                3502,           0.00110489
                3503,           0.00110239
                3504,           0.00121895
                3505,           0.00115274
                3506,           0.00111519
                3507,           0.00108987
                3508,           0.00120276
                3509,           0.00109021
                3510,           0.00095577
                3511,          0.000852421
                3512,           0.00097242
                3513,           0.00093984
                3514,          0.000888235
                3515,          0.000815692
                3516,          0.000929889
                3517,          0.000918597
                3518,          0.000946123
                3519,          0.000974887
                3520,            0.0011321
                3521,            0.0010502
                3522,           0.00092573
                3523,          0.000816964
                3524,          0.000913074
                3525,          0.000823205
                3526,          0.000680593
                3527,          0.000520649
                3528,          0.000589565
                3529,          0.000559333
                3530,          0.000557371
                3531,          0.000527133
                3532,          0.000627448
                3533,           0.00053685
                3534,          0.000445819
                3535,          0.000339176
                3536,          0.000378042
                3537,          0.000242581
                3538,          0.000134171
                3539,          4.88603e-05
                3540,          0.000140846
                3541,          7.00674e-05
                3542,           2.8352e-05
                3543,          3.58145e-05
                3544,          0.000265261
                3545,          0.000334767
                3546,          0.000369928
                3547,          0.000354223
                3548,          0.000487557
                3549,          0.000443063
                3550,          0.000395467
                3551,           0.00032939
                3552,          0.000419589
                3553,           0.00033074
                3554,          0.000241587
                3555,          0.000149976
                3556,          0.000245867
                3557,          0.000219049
                3558,          0.000259437
                3559,          0.000349326
                3560,          0.000621377
                3561,          0.000706518
                3562,          0.000771432
                3563,          0.000812268
                3564,          0.000989824
                3565,          0.000954597
                3566,          0.000888128
                3567,          0.000810159
                3568,          0.000912572
                3569,          0.000841569
                3570,          0.000762754
                3571,          0.000690468
                3572,          0.000832577
                3573,          0.000851708
                3574,          0.000884026
                3575,          0.000871662
                3576,          0.000963528
                3577,          0.000839869
                3578,          0.000706863
                3579,          0.000585495
                3580,          0.000654548
                3581,          0.000565177
                3582,          0.000488317
                3583,          0.000433152
                3584,          0.000575653
                3585,          0.000560194
                3586,          0.000535603
                3587,          0.000488471
                3588,          0.000598099
                3589,           0.00052166
                3590,          0.000429583
                3591,          0.000325146
                3592,          0.000413961
                3593,          0.000378722
                3594,          0.000384162
                3595,          0.000374986
                3596,          0.000483332
                3597,          0.000393956
                3598,           0.00032405
                3599,          0.000256763
                3600,           0.00031034
                3601,          0.000136437
                3602,         -3.24714e-05
                3603,          -0.00013685
                3604,          7.13941e-06
                3605,          1.88538e-05
                3606,          4.91673e-05
                3607,          9.45788e-05
                3608,          0.000308503
                3609,          0.000313587
                3610,           0.00027311
                3611,          0.000213511
                3612,          0.000330406
                3613,           0.00027034
                3614,          0.000181654
                3615,           6.3174e-05
                3616,          0.000118289
                3617,          4.31695e-05
                3618,          3.06546e-05
                3619,          6.21815e-05
                3620,          0.000278454
                3621,          0.000310863
                3622,          0.000334325
                3623,          0.000347795
                3624,          0.000515542
                3625,          0.000487349
                3626,          0.000456959
                3627,          0.000431613
                3628,          0.000564225
                3629,           0.00049987
                3630,          0.000453719
                3631,           0.00046192
                3632,          0.000671568
                3633,          0.000688475
                3634,          0.000679426
                3635,          0.000656544
                3636,          0.000803759
                3637,          0.000766519
                3638,          0.000707207
                3639,          0.000623963
                3640,          0.000700899
                3641,          0.000612743
                3642,          0.000548642
                3643,          0.000496329
                3644,          0.000588593
                3645,          0.000459231
                3646,          0.000312944
                3647,          0.000190673
                3648,          0.000267731
                3649,          0.000167938
                3650,          5.06304e-05
                3651,         -6.32991e-05
                3652,          3.12616e-05
                3653,          9.31149e-06
                3654,          3.70002e-05
                3655,          6.96153e-05
                3656,          0.000240813
                3657,           0.00021648
                3658,          0.000202069
                3659,          0.000191446
                3660,          0.000326792
                3661,          0.000257807
                3662,          0.000174488
                3663,          8.19754e-05
                3664,          0.000139298
                3665,         -1.52241e-05
                3666,         -0.000191549
                3667,         -0.000322404
                3668,         -0.000182582
                3669,         -0.000139811
                3670,         -8.35728e-05
                3671,         -3.68745e-05
                3672,          0.000184707
                3673,          0.000236082
                3674,          0.000267269
                3675,          0.000264199
                3676,          0.000406838
                3677,          0.000363966
                3678,          0.000332764
                3679,          0.000333869
                3680,          0.000543296
                3681,          0.000579009
                3682,          0.000575806
                3683,          0.000547636
                3684,          0.000702002
                3685,          0.000707038
                3686,          0.000717389
                3687,          0.000707583
                3688,          0.000837573
                3689,          0.000770962
                3690,          0.000677068
                3691,          0.000544048
                3692,           0.00055603
                3693,          0.000400152
                3694,           0.00026336
                3695,          0.000133964
                3696,          0.000183745
                3697,          7.85567e-05
                3698,          1.90397e-05
                3699,          2.50645e-05
                3700,          0.000266437
                3701,          0.000360351
                3702,          0.000447778
                3703,           0.00050474
                3704,          0.000701134
                3705,          0.000698736
